"","score","text"
"17",0,"@tai_sei_ iPhone7<U+306F><U+30A2><U+30A4><U+30C7><U+30F3><U+30C6><U+30A3><U+30C6><U+30A3><U+304C><U+5C11><U+306A><U+3044><U+304B><U+3089><U+305B><U+3081><U+3066><U+3082><U+306E><U+30A2><U+30A4><U+30C7><U+30F3><U+30C6><U+30A3><U+30C6><U+30A3><U+3067><U+3042><U+308B><U+30B8><U+30A7><U+30C3><U+30C8><U+30D6><U+30E9><U+30C3><U+30AF><U+304C><U+3044><U+3044><U+3068><U+601D><U+3046><U+3088>"
"18",0,"RT @___2o16: #iPhone7<U+30D7><U+30EC><U+30BC><U+30F3><U+30C8><U+30AD><U+30E3><U+30F3><U+30DA><U+30FC><U+30F3>

RT<U+3068><U+3044><U+3044><U+306D><U+304C>100<U+3067>1<U+540D>
200<U+3067>2<U+540D>300<U+3067>3<U+540D><U+7121><U+6599><U+30D7><U+30EC><U+30BC><U+30F3><U+30C8>

<U+53C2><U+52A0><U+65B9><U+6CD5><U+306F><U+30D5><U+30A9><U+30ED><U+30FC><U+3068><U+3053><U+306E><U+30C4><U+30A4><U+30FC><U+30C8><U+3092>
<U+30EA><U+30C4><U+30A4><U+30FC><U+30C8><U+3068><U+304A><U+6C17><U+306B><U+5165><U+308A><U+3068><U+62E1><U+6563>
<U+3057><U+3066><U+308B><U+4EBA><U+306E><U+4E2D><U+304B><U+3089><U+62BD><U+9078><U+3057><U+307E><U+3059><U+3002>
#iPhone7
#<U+30A2><U+30A4><U+30D5><U+30A9><U+30F3>7
#<U+7121><U+6599><U+30D7><U+30EC>…"
"19",0,"Seven                                          #iphone7 #applefanboy #drinkthekoolaid… https://t.co/R3CQkgmkHE"
"20",0,"<U+3010> #SoftBank<U+3011>#iPhone7
<U+5728><U+5EAB><U+3042><U+308A><U+307E><U+3059>!
128GB!
<U+8272><U+306F><U+304A><U+554F><U+3044><U+5408><U+308F><U+305B><U+304F><U+3060><U+3055><U+3044>!
<U+5728><U+5EAB><U+6570><U+306B><U+9650><U+308A><U+304C><U+3054><U+3056><U+3044><U+307E><U+3059>
<U+662F><U+975E>!<U+304A><U+554F><U+3044><U+5408><U+308F><U+305B><U+304F><U+3060><U+3055><U+3044>
TEL03-5726-5757
#<U+62E1><U+6563><U+5E0C><U+671B>"
"21",0,"iPhone7/7Plus<U+30AB><U+30E1><U+30E9><U+306E><U+6027><U+80FD><U+304C><U+306A><U+3041>"
"22",0,"I'm in! Haha! &gt; People Are Drilling Holes Into Their #iPhone7 To Make a Headphone Jack https://t.co/U1jLebO4LF"
"23",0,"<U+65B0><U+3057><U+3044><U+58C1><U+7D19><U+3092><U+8FFD><U+52A0><U+3057><U+307E><U+3057><U+305F>! <U+30B0><U+30E9><U+30F3><U+30D6><U+30EB><U+30FC><U+30D5><U+30A1><U+30F3><U+30BF><U+30B8><U+30FC><U+3010><U+30E4><U+30A4><U+30A2><U+3011>iPhone7(750×1334) https://t.co/BUAOjzRyBq"
"24",0,"RT @LUHANLAND: [*] <U+0E27><U+0E31><U+0E19><U+0E28><U+0E38><U+0E01><U+0E23><U+0E4C><U+0E17><U+0E35><U+0E48><U+0E41><U+0E25><U+0E49><U+0E27><U+0E25><U+0E39><U+0E48><U+0E2B><U+0E32><U+0E19><U+0E2D><U+0E31><U+0E1E><U+0E40><U+0E27><U+0E22><U+0E1B><U+0E4B><U+0E2D><U+0E1C><U+0E48><U+0E32><U+0E19> iPhone7 <U+0E41><U+0E15><U+0E48><U+0E27><U+0E31><U+0E19><U+0E28><U+0E38><U+0E01><U+0E23><U+0E4C><U+0E19><U+0E35><U+0E49><U+0E2D><U+0E31><U+0E1E><U+0E40><U+0E27><U+0E22><U+0E1B><U+0E4B><U+0E2D><U+0E1C><U+0E48><U+0E32><U+0E19> iPhone7 Plus <U+0E19><U+0E30><U+0E04><U+0E30> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B2><U+0095> https://t.co/ZgtXfWaXhs"
"25",2,"RT @TheiCollection: #CONCOURS 

Gagne un #iPhone7 !

Pour participer : 

Follow @TheiCollection + @GetRhinoShield &amp; RT !

Good luck! https:…"
"26",1,"Free Giveaway 1 #iPhone7Plus and 1 #iPhone7 https://t.co/0oc8sHmOjl via @giveaway_rocks #freebie #giveaway #contest #RTtoWin"
"27",0,"<U+65B0><U+3057><U+3044><U+58C1><U+7D19><U+3092><U+8FFD><U+52A0><U+3057><U+307E><U+3057><U+305F>! <U+30B0><U+30E9><U+30F3><U+30D6><U+30EB><U+30FC><U+30D5><U+30A1><U+30F3><U+30BF><U+30B8><U+30FC><U+3010><U+30F4><U+30A1><U+30F3><U+30D4><U+30A3><U+3011>iPhone7(750×1334) https://t.co/M5YbJ3DZIt"
"28",0,"iphone7<U+843D><U+3068><U+3057><U+305F><U+3089><U+5272><U+308C><U+305F>(<U+2267><U+2207><U+2266>)
<U+30B7><U+30E7><U+30C3><U+30AF><U+51F9>"
"29",0,"RT @tmk17: iPhone7<U+304C><U+8584><U+3044><U+3057><U+30B9><U+30EB><U+30B9><U+30EB><U+3059><U+308B><U+3057><U+624B><U+304B><U+3089><U+629C><U+3051><U+3066><U+843D><U+3061><U+3084><U+3059><U+304F><U+3066><U+3088><U+308D><U+3057><U+304F><U+306A><U+3044>"
"30",0,"<U+3010> #docomo<U+3011>#iPhone7
<U+5728><U+5EAB><U+3042><U+308A><U+307E><U+3059>!
128GB!256GB
<U+66F4><U+306B>!<U+6A5F><U+7A2E><U+5909><U+66F4>or<U+65B0><U+898F>orMNP<U+3067>
10000<U+5186><U+30AD><U+30E3><U+30C3><U+30B7><U+30E5><U+30D0><U+30C3><U+30AF>!
<U+8272><U+306F><U+304A><U+554F><U+3044><U+5408><U+308F><U+305B><U+304F><U+3060><U+3055><U+3044>!
<U+5728><U+5EAB><U+6570><U+306B><U+9650><U+308A><U+304C><U+3054><U+3056><U+3044><U+307E><U+3059>
<U+662F><U+975E>!<U+304A><U+554F><U+3044><U+5408><U+308F><U+305B><U+304F><U+3060><U+3055><U+3044>
TEL03-5726-5757
#<U+62E1><U+6563><U+5E0C><U+671B>"
"31",0,"iPhone7<U+306E><U+767A><U+58F2><U+65E5><U+3001><U+88CF><U+6280><U+3092><U+4F7F><U+3063><U+3066><U+4E26><U+3070><U+305A><U+306B><U+8CB7><U+304A><U+3046><U+3068><U+3057><U+305F><U+30AB><U+30C3><U+30D7><U+30EB><U+304C><U+902E><U+6355>! https://t.co/w97LosHfzl"
"32",0,"iPhone7<U+306F><U+6628><U+65E5><U+5C4A><U+3044><U+3066><U+3044><U+305F><U+3051><U+308C><U+3069><U+3001><U+79FB><U+884C><U+306F><U+4ECA><U+65E5><U+5E30><U+3063><U+3066><U+304D><U+3066><U+304B><U+3089><U+3060><U+306A><U+3042><U+3002>"
"33",0,"@kooosu0707 
<U+304A><U+3046><U+3057><U+5EA7><ed><U+00A0><U+00BD><ed><U+00B0><U+00AE><U+30A6><U+30B7><U+30B7><U+30B7><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>
iPhone7<U+306E><U+7D75><U+6587><U+5B57><U+306A><U+3093><U+304B><U+3084><U+3060><U+3002><U+7B11> https://t.co/40v39azuJe"
"34",0,"RT @11250000000: 21 <U+062C><U+0645><U+0627><U+062F> <U+0627><U+0644><U+0627><U+0648><U+0644> <U+0639><U+0627><U+0645> 1351 <U+0647><U+062C><U+0631><U+064A> #<U+0627><U+0631><U+0628><U+062D>_iphone7_<U+0645><U+0639>_<U+0627><U+0644><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0637><U+064A><U+0641>"
"35",0,"#<U+0627><U+0631><U+0628><U+062D>_iphone7_<U+0645><U+0639>_<U+0627><U+0644><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0637><U+064A><U+0641>
 23 <U+0633><U+0628><U+062A><U+0645><U+0628><U+0631>1932<U+0645>
21 <U+062C><U+0645><U+0627><U+062F> <U+0627><U+0644><U+0627><U+0648><U+0644> 1351<U+0647><U+062C><U+0631><U+064A>"
"36",0,"<U+3010> #au<U+3011>#iPhone7
<U+5728><U+5EAB><U+3042><U+308A><U+307E><U+3059>!
128GB!256GB
<U+8272><U+306F><U+304A><U+554F><U+3044><U+5408><U+308F><U+305B><U+304F><U+3060><U+3055><U+3044>!
<U+5728><U+5EAB><U+6570><U+306B><U+9650><U+308A><U+304C><U+3054><U+3056><U+3044><U+307E><U+3059>
3<U+9023><U+4F11><U+4E2D><U+306E><U+96FB><U+8A71><U+4E88><U+7D04><U+3082><U+53EF><U+80FD><U+3067><U+3059>
<U+662F><U+975E>!<U+304A><U+554F><U+3044><U+5408><U+308F><U+305B><U+304F><U+3060><U+3055><U+3044>
TEL03-5726-5757
#<U+62E1><U+6563><U+5E0C><U+671B>"
"37",0,"RT @iamrahaf20: #<U+0627><U+0631><U+0628><U+062D>_iphone7_<U+0645><U+0639>_<U+0627><U+0644><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0637><U+064A><U+0641>

<U+064A><U+0648><U+0645> <U+0627><U+0644><U+062E><U+0645><U+064A><U+0633> <U+0627><U+0644><U+0648><U+0627><U+062D><U+062F> <U+0648><U+0627><U+0644><U+0639><U+0634><U+0631><U+0648><U+0646> <U+0645><U+0646> <U+062C><U+0645><U+0627><U+062F><U+0649> <U+0627><U+0644><U+0623><U+0648><U+0644>  
21/5/1351<U+0647><U+0640> 
.
<U+0627><U+0644><U+0645><U+0648><U+0627><U+0641><U+0642> <U+0627><U+0644><U+062B><U+0644><U+0627><U+062B> <U+0648><U+0627><U+0644><U+0639><U+0634><U+0631><U+0648><U+0646> <U+0645><U+0646> <U+0633><U+064A><U+0628><U+062A><U+0645><U+0628><U+0631>…"
"38",0,"<U+4ECA><U+65E5><U+306F>iPhone7<U+306B><U+6A5F><U+7A2E><U+5909><U+66F4><U+3057><U+3066><U+304F><U+308B>"
"39",0,"RT @AtsushiKoike: <U+30B8><U+30A7><U+30C3><U+30C8><U+30D6><U+30E9><U+30C3><U+30AF><U+69D8><U+3001><U+9593><U+306B><U+5408><U+308F><U+305B><U+3067><U+7740><U+3051><U+3066><U+3044><U+305F><U+30B1><U+30FC><U+30B9><U+3092><U+5916><U+3057><U+3066><U+3001><U+80CC><U+9762><U+4FDD><U+8B77><U+30D5><U+30A3><U+30EB><U+30E0>+<U+30D0><U+30F3><U+30D1><U+30FC><U+4ED5><U+69D8><U+306B><U+306A><U+308A><U+307E><U+3057><U+305F><U+0669>( '<U+03C9>' )<U+0648>

<U+30EA><U+30F3><U+30B4><U+30DE><U+30FC><U+30AF><U+304C><U+65E5><U+98DF><U+307F><U+305F><U+3044><U+306B><U+306A><U+3063><U+3061><U+3083><U+3063><U+3066><U+308B><U+306A><U+301C>
<U+30D0><U+30F3><U+30D1><U+30FC><U+3082><U+3063><U+3068><U+30AB><U+30C3><U+30B3><U+3044><U+3044><U+306E><U+306B><U+3057><U+305F><U+3044><U+306A><U+301C>

#iPhone7 https:/…"
"40",0,"iPhone7<U+304C><U+8584><U+3044><U+3057><U+30B9><U+30EB><U+30B9><U+30EB><U+3059><U+308B><U+3057><U+624B><U+304B><U+3089><U+629C><U+3051><U+3066><U+843D><U+3061><U+3084><U+3059><U+304F><U+3066><U+3088><U+308D><U+3057><U+304F><U+306A><U+3044>"
"41",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/TS4qj1UfiK https://t.co/oFW2CBwbkG"
"42",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/xXKkeUFGbX https://t.co/fM4vXQ4e6K"
"43",0,"<U+6BD4><U+8F03><U+7684><U+51B7><U+6DE1><U+306A><U+8A18><U+4E8B><U+304C><U+6563><U+767A><U+7684><U+306B><U+3042><U+3061><U+3053><U+3061><U+306B><U+63B2><U+8F09><U+3055><U+308C><U+308B><U+3082><U+3001>iphone7<U+597D><U+8ABF><U+5831><U+9053><U+3067><U+682A><U+4FA1><U+306F><U+3084><U+3084><U+4E0B><U+3052><U+3069><U+307E><U+308B><U+3002>

<U+305D><U+3053><U+3067><U+8CB7><U+3063><U+3061><U+3083><U+3063><U+305F><U+4FFA><U+3092><U+30D6><U+30F3><U+6BB4><U+308A><U+305F><U+3044><U+3002>

<U+4E16><U+8015><U+7D4C><U+7523><U+76F8><U+3001><U+30B8><U+30E3><U+30D1><U+30F3><U+30C7><U+30A3><U+30B9><U+30D7><U+30EC><U+30A4><U+58F2><U+5374><U+691C><U+8A0E><U+3082>=WSJ<U+30A4><U+30F3><U+30BF><U+30D3><U+30E5><U+30FC> https://t.co/rnde2aaH0d @WSJJapan<U+3055><U+3093><U+304B><U+3089>"
"44",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/8Xv5qowZNl https://t.co/jP1ZPpNEZc"
"45",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/eoy8T5lIXc https://t.co/w3A3kXFEdf"
"46",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/P2XoPCWhIj https://t.co/e5AmRGrkt6"
"47",1,"RT @james_thill: Don't miss out - FREE drawing to WIN an #iPhone7 <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BD><ed><U+00B3><U+00B1><ed><U+00A0><U+00BC><ed><U+00BE><U+0089>  Must #FOLLOW &amp; #RETWEET by Friday to enter! #Contest #GiveAWay #iPho…"
"48",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/sH2sZLx4Le https://t.co/zxbIYiPXBZ"
"49",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/yEq9AkmYWy https://t.co/GxyGUMc3tJ"
"50",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/E95X5IqPHq https://t.co/9XWDnBz1bd"
"51",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/Os5MakQ1su https://t.co/4PzpCHiiGX"
"52",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/2HDxMKU85o https://t.co/pkACyv34VU"
"53",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/jp9InqT8JK https://t.co/lafTO5g8JD"
"54",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/Gba5Om2rYP https://t.co/gmgFtnfHRt"
"55",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/SKWU2dBOBV https://t.co/ZvRwp6oMpv"
"56",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/GbFJGxBBwy https://t.co/awzXjzUrbG"
"57",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/4SBHm08mLU https://t.co/QAawpFx7d8"
"58",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/ZzbS3l162I https://t.co/rmqbH4Ip7M"
"59",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/8O2UKkPrbx https://t.co/KksGqiI8gQ"
"60",0,"RT @Mshkaah: #<U+0627><U+0631><U+0628><U+062D>_iphone7_<U+0645><U+0639>_<U+0627><U+0644><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0637><U+064A><U+0641>. 
<U+062A><U+0645> <U+062A><U+0648><U+062D><U+064A><U+062F> <U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0647><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6> <U+0639><U+0627><U+0645> :
23 / 9 / 1932 <U+0645><U+064A><U+0644><U+0627><U+062F><U+064A>
21/ 4 / 1351 <U+0647><U+062C><U+0631><U+064A>"
"61",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/XUsYpvKhfY https://t.co/QzPJ84LL8t"
"62",0,"¡Acabo de participar en el sorteo de un #iPhone7! ¡No te lo pierdas! https://t.co/jr1DdL6vfk https://t.co/o84X03PoVV"
"63",0,"My 1st Vlog! SHE GOT THE iPHONE 7
#makeafilm #youtube #vlog #iPhone7  https://t.co/CGddunf8DB"
"64",0,"RT @jojitlorenzo: #<U+0627><U+0631><U+0628><U+062D>_iphone7_<U+0645><U+0639>_<U+0627><U+0644><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0637><U+064A><U+0641>
"" <U+0645><U+0633><U+0627><U+0628><U+0642><U+0629> <U+0645><U+0641><U+0631><U+0648><U+0634><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0637><U+064A><U+0641> <U+0628><U+0645><U+0646><U+0627><U+0633><U+0628><U+0629>  #<U+0627><U+0644><U+064A><U+0648><U+0645>_<U+0627><U+0644><U+0648><U+0637><U+0646><U+064A> <U+0627><U+0631><U+0628><U+062D> iphone7 ,<U+064A><U+0633><U+0645><U+062D> <U+0628><U+062A><U+0643><U+0631><U+0627><U+0631> <U+0627><U+0644><U+0625><U+062C><U+0627><U+0628><U+0629> ""
.@_A…"
"65",1,"RT @howie_isaacks: How to link your Apple Watch to a new iPhone (the right way) #iPhone7 #AppleWatch https://t.co/ARiOIZTIfV"
"66",1,"RT @HowieIT: How to link your Apple Watch to a new iPhone (the right way) #iPhone7 #AppleWatch https://t.co/O5dFBGQnyk"
"67",0,"RT @jonnyrob5: #iPhone7"
"68",0,"RT @abo_3bdurahman: #<U+0627><U+0631><U+0628><U+062D>_iphone7_<U+0645><U+0639>_<U+0627><U+0644><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0637><U+064A><U+0641>

<U+064A><U+0648><U+0645> <U+0627><U+0644><U+062E><U+0645><U+064A><U+0633> <U+0662><U+0661> <U+062C><U+0645><U+0627><U+062F><U+0649> <U+0627><U+0644><U+0623><U+0648><U+0644><U+0649> <U+0661><U+0663><U+0665><U+0661> <U+06BE> 
<U+0661><U+0669><U+0663><U+0662> <U+0645><U+064A><U+0644><U+0627><U+062F><U+064A> <U+0662><U+0663> <U+0633><U+0628><U+062A><U+0645><U+0628><U+0631>
<U+0643><U+0627><U+0646> <U+0625><U+0639><U+0644><U+0627><U+0646> <U+062A><U+0648><U+062D><U+064A><U+062F> <U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629>"
"69",0,"RT @no3na34: #<U+0627><U+0631><U+0628><U+062D>_iphone7_<U+0645><U+0639>_<U+0627><U+0644><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0637><U+064A><U+0641> 

<U+0662><U+0661><U+062C><U+0645><U+0627><U+062F><U+0649> <U+0627><U+0644><U+0627><U+0648><U+0644> <U+0639><U+0627><U+0645><U+0661><U+0663><U+0665><U+0661> 
<U+0627><U+0644><U+0645><U+0648><U+0627><U+0641><U+0642><U+0662><U+0663><U+0633><U+0628><U+062A><U+0645><U+0628><U+0631> <U+0639><U+0627><U+0645><U+0661><U+0669><U+0663><U+0662> 
 #<U+0627><U+0631><U+0628><U+062D>_iphone7_<U+0645><U+0639>_<U+0627><U+0644><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0637><U+064A><U+0641>
.."
"70",3,"RT @james_thill: You Feeling Lucky <ed><U+00A0><U+00BC><ed><U+00BD><U+0080> Today? FOLLOW + RETWEET for a chance to WIN a FREE #iPhone7 #GIVEAWAY #Contest #iPhone #Apple #Raffle…"
